Container: container_1649687236961_0265_01_000006 on dbg12:42025
LogAggregationType: LOCAL
================================================================
LogType:syslog_attempt_1649687236961_0265_1_05_000003_0
LogLastModifiedTime:Sat Apr 23 13:32:47 +0800 2022
LogLength:176115
LogContents:
2022-04-23 13:32:32,760 [INFO] [main] |metrics.TaskCounterUpdater|: Using ResourceCalculatorProcessTree : org.apache.tez.util.TezMxBeanResourceCalculator
2022-04-23 05:32:35,879 [INFO] [IPC Server handler 9 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000006_0 1 events [18,19) total 19 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,887 [INFO] [IPC Server handler 6 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000004_0 1 events [18,19) total 19 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,892 [INFO] [IPC Server handler 4 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000001_0 1 events [18,19) total 19 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,901 [INFO] [IPC Server handler 22 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000000_0 1 events [18,19) total 19 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,917 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_ATTEMPT_FINISHED]: vertexName=Map 1, taskAttemptId=attempt_1649687236961_0265_1_04_000002_0, creationTime=1650691940492, allocationTime=1650691943115, startTime=1650691944770, finishTime=1650691955917, timeTaken=11147, status=SUCCEEDED, diagnostics=
2022-04-23 05:32:35,918 [INFO] [Dispatcher thread {Central}] |impl.TaskImpl|: Task succeeded with attempt attempt_1649687236961_0265_1_04_000002_0
2022-04-23 05:32:35,918 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_FINISHED]: vertexName=Map 1, taskId=task_1649687236961_0265_1_04_000002, startTime=1650691944770, finishTime=1650691955918, timeTaken=11148, status=SUCCEEDED, successfulAttemptID=attempt_1649687236961_0265_1_04_000002_0, diagnostics=, counters=Counters: 36, File System Counters, FILE_BYTES_READ=121634326, FILE_BYTES_WRITTEN=238169866, FILE_READ_OPS=0, FILE_LARGE_READ_OPS=0, FILE_WRITE_OPS=0, HDFS_BYTES_READ=88369386, HDFS_BYTES_WRITTEN=0, HDFS_READ_OPS=3, HDFS_LARGE_READ_OPS=0, HDFS_WRITE_OPS=0, org.apache.tez.common.counters.TaskCounter, SPILLED_RECORDS=7510000, GC_TIME_MILLIS=605, CPU_MILLISECONDS=27670, WALL_CLOCK_MILLISECONDS=11028, PHYSICAL_MEMORY_BYTES=1563426816, VIRTUAL_MEMORY_BYTES=356895252480, COMMITTED_HEAP_BYTES=1563426816, INPUT_RECORDS_PROCESSED=3670, INPUT_SPLIT_LENGTH_BYTES=264752612, OUTPUT_RECORDS=3755000, OUTPUT_LARGE_RECORDS=0, OUTPUT_BYTES=145163028, OUTPUT_BYTES_WITH_OVERHEAD=116566897, OUTPUT_BYTES_PHYSICAL=116566929, ADDITIONAL_SPILLS_BYTES_WRITTEN=59711409, ADDITIONAL_SPILLS_BYTES_READ=121602337, ADDITIONAL_SPILL_COUNT=1, SHUFFLE_CHUNK_COUNT=1, HIVE, DESERIALIZE_ERRORS=0, RECORDS_IN_Map_1=3755000, RECORDS_OUT_INTERMEDIATE_Map_1=3755000, RECORDS_OUT_OPERATOR_FIL_62=3755000, RECORDS_OUT_OPERATOR_MAP_0=0, RECORDS_OUT_OPERATOR_RS_64=3755000, RECORDS_OUT_OPERATOR_SEL_63=3755000, RECORDS_OUT_OPERATOR_TS_0=3755000
2022-04-23 05:32:35,918 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Task Completion: vertex_1649687236961_0265_1_04 [Map 1], tasks=19, failed=0, killed=0, success=15, completed=15, commits=0, err=null
2022-04-23 05:32:35,919 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Source task attempt completed for vertex: vertex_1649687236961_0265_1_05 [Reducer 2] attempt: attempt_1649687236961_0265_1_04_000002_0 with state: SUCCEEDED vertexState: RUNNING
2022-04-23 05:32:35,919 [INFO] [IPC Server handler 21 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000005_0 2 events [18,20) total 20 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,939 [INFO] [IPC Server handler 23 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000003_0 2 events [18,20) total 20 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,949 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_ATTEMPT_FINISHED]: vertexName=Map 1, taskAttemptId=attempt_1649687236961_0265_1_04_000003_0, creationTime=1650691940492, allocationTime=1650691943111, startTime=1650691944979, finishTime=1650691955949, timeTaken=10970, status=SUCCEEDED, diagnostics=
2022-04-23 05:32:35,950 [INFO] [Dispatcher thread {Central}] |impl.TaskImpl|: Task succeeded with attempt attempt_1649687236961_0265_1_04_000003_0
2022-04-23 05:32:35,950 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_FINISHED]: vertexName=Map 1, taskId=task_1649687236961_0265_1_04_000003, startTime=1650691944979, finishTime=1650691955950, timeTaken=10971, status=SUCCEEDED, successfulAttemptID=attempt_1649687236961_0265_1_04_000003_0, diagnostics=, counters=Counters: 36, File System Counters, FILE_BYTES_READ=121636454, FILE_BYTES_WRITTEN=238169977, FILE_READ_OPS=0, FILE_LARGE_READ_OPS=0, FILE_WRITE_OPS=0, HDFS_BYTES_READ=88357667, HDFS_BYTES_WRITTEN=0, HDFS_READ_OPS=3, HDFS_LARGE_READ_OPS=0, HDFS_WRITE_OPS=0, org.apache.tez.common.counters.TaskCounter, SPILLED_RECORDS=7510000, GC_TIME_MILLIS=656, CPU_MILLISECONDS=27240, WALL_CLOCK_MILLISECONDS=10870, PHYSICAL_MEMORY_BYTES=1968177152, VIRTUAL_MEMORY_BYTES=356884606976, COMMITTED_HEAP_BYTES=1968177152, INPUT_RECORDS_PROCESSED=3670, INPUT_SPLIT_LENGTH_BYTES=264733283, OUTPUT_RECORDS=3755000, OUTPUT_LARGE_RECORDS=0, OUTPUT_BYTES=145163176, OUTPUT_BYTES_WITH_OVERHEAD=116567069, OUTPUT_BYTES_PHYSICAL=116567101, ADDITIONAL_SPILLS_BYTES_WRITTEN=59711890, ADDITIONAL_SPILLS_BYTES_READ=121602276, ADDITIONAL_SPILL_COUNT=1, SHUFFLE_CHUNK_COUNT=1, HIVE, DESERIALIZE_ERRORS=0, RECORDS_IN_Map_1=3755000, RECORDS_OUT_INTERMEDIATE_Map_1=3755000, RECORDS_OUT_OPERATOR_FIL_62=3755000, RECORDS_OUT_OPERATOR_MAP_0=0, RECORDS_OUT_OPERATOR_RS_64=3755000, RECORDS_OUT_OPERATOR_SEL_63=3755000, RECORDS_OUT_OPERATOR_TS_0=3755000
2022-04-23 05:32:35,950 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Task Completion: vertex_1649687236961_0265_1_04 [Map 1], tasks=19, failed=0, killed=0, success=16, completed=16, commits=0, err=null
2022-04-23 05:32:35,950 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Source task attempt completed for vertex: vertex_1649687236961_0265_1_05 [Reducer 2] attempt: attempt_1649687236961_0265_1_04_000003_0 with state: SUCCEEDED vertexState: RUNNING
2022-04-23 05:32:35,962 [INFO] [IPC Server handler 24 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000002_0 2 events [19,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,986 [INFO] [IPC Server handler 29 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000006_0 2 events [19,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,987 [INFO] [IPC Server handler 29 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000007_0 2 events [19,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,991 [INFO] [IPC Server handler 1 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000004_0 2 events [19,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:35,995 [INFO] [IPC Server handler 11 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000001_0 2 events [19,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,004 [INFO] [IPC Server handler 7 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000000_0 2 events [19,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,022 [INFO] [IPC Server handler 9 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000005_0 1 events [20,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,042 [INFO] [IPC Server handler 12 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000003_0 1 events [20,21) total 21 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,072 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_ATTEMPT_FINISHED]: vertexName=Map 1, taskAttemptId=attempt_1649687236961_0265_1_04_000001_0, creationTime=1650691940491, allocationTime=1650691943114, startTime=1650691944662, finishTime=1650691956072, timeTaken=11410, status=SUCCEEDED, diagnostics=
2022-04-23 05:32:36,072 [INFO] [Dispatcher thread {Central}] |impl.TaskImpl|: Task succeeded with attempt attempt_1649687236961_0265_1_04_000001_0
2022-04-23 05:32:36,073 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_FINISHED]: vertexName=Map 1, taskId=task_1649687236961_0265_1_04_000001, startTime=1650691944662, finishTime=1650691956072, timeTaken=11410, status=SUCCEEDED, successfulAttemptID=attempt_1649687236961_0265_1_04_000001_0, diagnostics=, counters=Counters: 36, File System Counters, FILE_BYTES_READ=122229695, FILE_BYTES_WRITTEN=239362447, FILE_READ_OPS=0, FILE_LARGE_READ_OPS=0, FILE_WRITE_OPS=0, HDFS_BYTES_READ=88834702, HDFS_BYTES_WRITTEN=0, HDFS_READ_OPS=3, HDFS_LARGE_READ_OPS=0, HDFS_WRITE_OPS=0, org.apache.tez.common.counters.TaskCounter, SPILLED_RECORDS=7550000, GC_TIME_MILLIS=654, CPU_MILLISECONDS=28140, WALL_CLOCK_MILLISECONDS=11307, PHYSICAL_MEMORY_BYTES=1902641152, VIRTUAL_MEMORY_BYTES=356897456128, COMMITTED_HEAP_BYTES=1902641152, INPUT_RECORDS_PROCESSED=3690, INPUT_SPLIT_LENGTH_BYTES=265097007, OUTPUT_RECORDS=3775000, OUTPUT_LARGE_RECORDS=0, OUTPUT_BYTES=145936714, OUTPUT_BYTES_WITH_OVERHEAD=117160665, OUTPUT_BYTES_PHYSICAL=117160697, ADDITIONAL_SPILLS_BYTES_WRITTEN=60308287, ADDITIONAL_SPILLS_BYTES_READ=122201150, ADDITIONAL_SPILL_COUNT=1, SHUFFLE_CHUNK_COUNT=1, HIVE, DESERIALIZE_ERRORS=0, RECORDS_IN_Map_1=3775000, RECORDS_OUT_INTERMEDIATE_Map_1=3775000, RECORDS_OUT_OPERATOR_FIL_62=3775000, RECORDS_OUT_OPERATOR_MAP_0=0, RECORDS_OUT_OPERATOR_RS_64=3775000, RECORDS_OUT_OPERATOR_SEL_63=3775000, RECORDS_OUT_OPERATOR_TS_0=3775000
2022-04-23 05:32:36,073 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Task Completion: vertex_1649687236961_0265_1_04 [Map 1], tasks=19, failed=0, killed=0, success=17, completed=17, commits=0, err=null
2022-04-23 05:32:36,073 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Source task attempt completed for vertex: vertex_1649687236961_0265_1_05 [Reducer 2] attempt: attempt_1649687236961_0265_1_04_000001_0 with state: SUCCEEDED vertexState: RUNNING
2022-04-23 05:32:36,086 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_ATTEMPT_FINISHED]: vertexName=Map 1, taskAttemptId=attempt_1649687236961_0265_1_04_000006_0, creationTime=1650691940492, allocationTime=1650691943112, startTime=1650691945028, finishTime=1650691956086, timeTaken=11058, status=SUCCEEDED, diagnostics=
2022-04-23 05:32:36,087 [INFO] [Dispatcher thread {Central}] |impl.TaskImpl|: Task succeeded with attempt attempt_1649687236961_0265_1_04_000006_0
2022-04-23 05:32:36,087 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_FINISHED]: vertexName=Map 1, taskId=task_1649687236961_0265_1_04_000006, startTime=1650691945028, finishTime=1650691956087, timeTaken=11059, status=SUCCEEDED, successfulAttemptID=attempt_1649687236961_0265_1_04_000006_0, diagnostics=, counters=Counters: 36, File System Counters, FILE_BYTES_READ=121483788, FILE_BYTES_WRITTEN=237872117, FILE_READ_OPS=0, FILE_LARGE_READ_OPS=0, FILE_WRITE_OPS=0, HDFS_BYTES_READ=88250589, HDFS_BYTES_WRITTEN=0, HDFS_READ_OPS=3, HDFS_LARGE_READ_OPS=0, HDFS_WRITE_OPS=0, org.apache.tez.common.counters.TaskCounter, SPILLED_RECORDS=7500000, GC_TIME_MILLIS=529, CPU_MILLISECONDS=27660, WALL_CLOCK_MILLISECONDS=10948, PHYSICAL_MEMORY_BYTES=1952448512, VIRTUAL_MEMORY_BYTES=356884160512, COMMITTED_HEAP_BYTES=1952448512, INPUT_RECORDS_PROCESSED=3665, INPUT_SPLIT_LENGTH_BYTES=264394953, OUTPUT_RECORDS=3750000, OUTPUT_LARGE_RECORDS=0, OUTPUT_BYTES=144968099, OUTPUT_BYTES_WITH_OVERHEAD=116417133, OUTPUT_BYTES_PHYSICAL=116417165, ADDITIONAL_SPILLS_BYTES_WRITTEN=59561920, ADDITIONAL_SPILLS_BYTES_READ=121454352, ADDITIONAL_SPILL_COUNT=1, SHUFFLE_CHUNK_COUNT=1, HIVE, DESERIALIZE_ERRORS=0, RECORDS_IN_Map_1=3750000, RECORDS_OUT_INTERMEDIATE_Map_1=3750000, RECORDS_OUT_OPERATOR_FIL_62=3750000, RECORDS_OUT_OPERATOR_MAP_0=0, RECORDS_OUT_OPERATOR_RS_64=3750000, RECORDS_OUT_OPERATOR_SEL_63=3750000, RECORDS_OUT_OPERATOR_TS_0=3750000
2022-04-23 05:32:36,088 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Task Completion: vertex_1649687236961_0265_1_04 [Map 1], tasks=19, failed=0, killed=0, success=18, completed=18, commits=0, err=null
2022-04-23 05:32:36,088 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Source task attempt completed for vertex: vertex_1649687236961_0265_1_05 [Reducer 2] attempt: attempt_1649687236961_0265_1_04_000006_0 with state: SUCCEEDED vertexState: RUNNING
2022-04-23 05:32:36,090 [INFO] [IPC Server handler 16 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000006_0 2 events [21,23) total 23 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,091 [INFO] [IPC Server handler 18 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000007_0 2 events [21,23) total 23 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,092 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_ATTEMPT_FINISHED]: vertexName=Map 1, taskAttemptId=attempt_1649687236961_0265_1_04_000000_0, creationTime=1650691940491, allocationTime=1650691943110, startTime=1650691944965, finishTime=1650691956092, timeTaken=11127, status=SUCCEEDED, diagnostics=
2022-04-23 05:32:36,093 [INFO] [Dispatcher thread {Central}] |impl.TaskImpl|: Task succeeded with attempt attempt_1649687236961_0265_1_04_000000_0
2022-04-23 05:32:36,093 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:TASK_FINISHED]: vertexName=Map 1, taskId=task_1649687236961_0265_1_04_000000, startTime=1650691944965, finishTime=1650691956093, timeTaken=11128, status=SUCCEEDED, successfulAttemptID=attempt_1649687236961_0265_1_04_000000_0, diagnostics=, counters=Counters: 36, File System Counters, FILE_BYTES_READ=122079545, FILE_BYTES_WRITTEN=239060517, FILE_READ_OPS=0, FILE_LARGE_READ_OPS=0, FILE_WRITE_OPS=0, HDFS_BYTES_READ=88724393, HDFS_BYTES_WRITTEN=0, HDFS_READ_OPS=3, HDFS_LARGE_READ_OPS=0, HDFS_WRITE_OPS=0, org.apache.tez.common.counters.TaskCounter, SPILLED_RECORDS=7540000, GC_TIME_MILLIS=935, CPU_MILLISECONDS=28650, WALL_CLOCK_MILLISECONDS=11023, PHYSICAL_MEMORY_BYTES=1911029760, VIRTUAL_MEMORY_BYTES=356894904320, COMMITTED_HEAP_BYTES=1911029760, INPUT_RECORDS_PROCESSED=3685, INPUT_SPLIT_LENGTH_BYTES=265150141, OUTPUT_RECORDS=3770000, OUTPUT_LARGE_RECORDS=0, OUTPUT_BYTES=145740693, OUTPUT_BYTES_WITH_OVERHEAD=117009628, OUTPUT_BYTES_PHYSICAL=117009660, ADDITIONAL_SPILLS_BYTES_WRITTEN=60158405, ADDITIONAL_SPILLS_BYTES_READ=122050257, ADDITIONAL_SPILL_COUNT=1, SHUFFLE_CHUNK_COUNT=1, HIVE, DESERIALIZE_ERRORS=0, RECORDS_IN_Map_1=3770000, RECORDS_OUT_INTERMEDIATE_Map_1=3770000, RECORDS_OUT_OPERATOR_FIL_62=3770000, RECORDS_OUT_OPERATOR_MAP_0=0, RECORDS_OUT_OPERATOR_RS_64=3770000, RECORDS_OUT_OPERATOR_SEL_63=3770000, RECORDS_OUT_OPERATOR_TS_0=3770000
2022-04-23 05:32:36,093 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Task Completion: vertex_1649687236961_0265_1_04 [Map 1], tasks=19, failed=0, killed=0, success=19, completed=19, commits=0, err=null
2022-04-23 05:32:36,093 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: All tasks have succeeded, vertex:vertex_1649687236961_0265_1_04 [Map 1]
2022-04-23 05:32:36,096 [INFO] [IPC Server handler 29 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000004_0 3 events [21,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,099 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:VERTEX_FINISHED]: vertexName=Map 1, vertexId=vertex_1649687236961_0265_1_04, initRequestedTime=1650691940169, initedTime=1650691940456, startRequestedTime=1650691940285, startedTime=1650691940459, finishTime=1650691956093, timeTaken=15634, status=SUCCEEDED, diagnostics=, counters=Counters: 40, File System Counters, FILE_BYTES_READ=999481667, FILE_BYTES_WRITTEN=2337353870, FILE_READ_OPS=0, FILE_LARGE_READ_OPS=0, FILE_WRITE_OPS=0, HDFS_BYTES_READ=988411307, HDFS_BYTES_WRITTEN=0, HDFS_READ_OPS=57, HDFS_LARGE_READ_OPS=0, HDFS_WRITE_OPS=0, org.apache.tez.common.counters.TaskCounter, SPILLED_RECORDS=72753303, GC_TIME_MILLIS=7713, CPU_MILLISECONDS=335880, WALL_CLOCK_MILLISECONDS=126543, PHYSICAL_MEMORY_BYTES=34003746816, VIRTUAL_MEMORY_BYTES=6780999696384, COMMITTED_HEAP_BYTES=34003746816, INPUT_RECORDS_PROCESSED=41045, INPUT_SPLIT_LENGTH_BYTES=2958552790, OUTPUT_RECORDS=41995307, OUTPUT_LARGE_RECORDS=0, OUTPUT_BYTES=1623490102, OUTPUT_BYTES_WITH_OVERHEAD=1338141880, OUTPUT_BYTES_PHYSICAL=1338142488, ADDITIONAL_SPILLS_BYTES_WRITTEN=442177545, ADDITIONAL_SPILLS_BYTES_READ=999203982, ADDITIONAL_SPILL_COUNT=9, SHUFFLE_CHUNK_COUNT=19, HIVE, DESERIALIZE_ERRORS=0, RECORDS_IN_Map_1=41995307, RECORDS_OUT_INTERMEDIATE_Map_1=41995307, RECORDS_OUT_OPERATOR_FIL_62=41995307, RECORDS_OUT_OPERATOR_MAP_0=0, RECORDS_OUT_OPERATOR_RS_64=41995307, RECORDS_OUT_OPERATOR_SEL_63=41995307, RECORDS_OUT_OPERATOR_TS_0=41995307, org.apache.hadoop.hive.ql.exec.tez.HiveInputCounters, GROUPED_INPUT_SPLITS_Map_1=19, INPUT_DIRECTORIES_Map_1=1, INPUT_FILES_Map_1=7, RAW_INPUT_SPLITS_Map_1=19, vertexStats=firstTaskStartTime=1650691944642, firstTasksToStart=[ task_1649687236961_0265_1_04_000004 ], lastTaskFinishTime=1650691956092, lastTasksToFinish=[ task_1649687236961_0265_1_04_000000 ], minTaskDuration=1605, maxTaskDuration=11410, avgTaskDuration=6740.210526315789, numSuccessfulTasks=19, shortestDurationTasks=[ task_1649687236961_0265_1_04_000018 ], longestDurationTasks=[ task_1649687236961_0265_1_04_000001 ], vertexTaskStats={numFailedTaskAttempts=0, numKilledTaskAttempts=0, numCompletedTasks=19, numSucceededTasks=19, numKilledTasks=0, numFailedTasks=0}, servicePluginInfo=ServicePluginInfo {containerLauncherName=TezYarn, taskSchedulerName=TezYarn, taskCommunicatorName=TezYarn, containerLauncherClassName=org.apache.tez.dag.app.launcher.TezContainerLauncherImpl, taskSchedulerClassName=org.apache.tez.dag.app.rm.YarnTaskSchedulerService, taskCommunicatorClassName=org.apache.tez.dag.app.TezTaskCommunicatorImpl }
2022-04-23 05:32:36,099 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: vertex_1649687236961_0265_1_04 [Map 1] transitioned from RUNNING to SUCCEEDED due to event V_TASK_COMPLETED
2022-04-23 05:32:36,099 [INFO] [Dispatcher thread {Central}] |impl.VertexImpl|: Source task attempt completed for vertex: vertex_1649687236961_0265_1_05 [Reducer 2] attempt: attempt_1649687236961_0265_1_04_000000_0 with state: SUCCEEDED vertexState: RUNNING
2022-04-23 05:32:36,099 [INFO] [Dispatcher thread {Central}] |impl.DAGImpl|: Vertex vertex_1649687236961_0265_1_04 [Map 1] completed., numCompletedVertices=5, numSuccessfulVertices=5, numFailedVertices=0, numKilledVertices=0, numVertices=8
2022-04-23 05:32:36,099 [INFO] [App Shared Pool - #6] |vertexmanager.ShuffleVertexManagerBase|: All source tasks completed. Ramping up 0 remaining tasks for vertex: Reducer 2
2022-04-23 05:32:36,099 [INFO] [Dispatcher thread {Central}] |impl.DAGImpl|: Checking vertices for DAG completion, numCompletedVertices=5, numSuccessfulVertices=5, numFailedVertices=0, numKilledVertices=0, numVertices=8, commitInProgress=0, terminationCause=null
2022-04-23 05:32:36,100 [INFO] [IPC Server handler 0 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000001_0 3 events [21,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,109 [INFO] [IPC Server handler 25 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000000_0 3 events [21,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,123 [INFO] [IPC Server handler 1 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000005_0 3 events [21,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,148 [INFO] [IPC Server handler 3 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000003_0 3 events [21,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,172 [INFO] [IPC Server handler 9 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000002_0 3 events [21,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,193 [INFO] [IPC Server handler 22 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000006_0 1 events [23,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:36,194 [INFO] [IPC Server handler 14 on default port 39415] |impl.VertexImpl|: Sending attempt_1649687236961_0265_1_05_000007_0 1 events [23,24) total 24 vertex_1649687236961_0265_1_05 [Reducer 2]
2022-04-23 05:32:38,794 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: No taskRequests. Container's idle timeout delay expired or is new. Releasing container, containerId=container_1649687236961_0265_01_000003, containerExpiryTime=1650691958628, idleTimeout=5000, taskRequestsCount=0, heldContainers=18, delayedContainers=9, isNew=false
2022-04-23 05:32:38,800 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000003, stoppedTime=1650691958799, exitStatus=0
2022-04-23 05:32:38,801 [INFO] [ContainerLauncher #2] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000003
2022-04-23 05:32:39,397 [INFO] [AMRM Callback Handler Thread] |rm.YarnTaskSchedulerService|: Allocated: <memory:174080, vCores:17> Free: <memory:51200, vCores:5> pendingRequests: 0 delayedContainers: 9 heartbeats: 51 lastPreemptionHeartbeat: 50
2022-04-23 05:32:39,399 [INFO] [Dispatcher thread {Central}] |container.AMContainerImpl|: Container container_1649687236961_0265_01_000003 exited with diagnostics set to Container failed, exitCode=-105. [2022-04-23 13:32:38.814]Container killed by the ApplicationMaster.
[2022-04-23 13:32:38.835]Container killed on request. Exit code is 143
[2022-04-23 13:32:38.836]Container exited with a non-zero exit code 143. 

2022-04-23 05:32:42,095 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: No taskRequests. Container's idle timeout delay expired or is new. Releasing container, containerId=container_1649687236961_0265_01_000007, containerExpiryTime=1650691962067, idleTimeout=5000, taskRequestsCount=0, heldContainers=17, delayedContainers=8, isNew=false
2022-04-23 05:32:42,095 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000007, stoppedTime=1650691962095, exitStatus=0
2022-04-23 05:32:42,096 [INFO] [ContainerLauncher #7] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000007
2022-04-23 05:32:42,402 [INFO] [Dispatcher thread {Central}] |container.AMContainerImpl|: Container container_1649687236961_0265_01_000007 exited with diagnostics set to Container failed, exitCode=-105. [2022-04-23 13:32:42.102]Container killed by the ApplicationMaster.
[2022-04-23 13:32:42.126]Container killed on request. Exit code is 143
[2022-04-23 13:32:42.127]Container exited with a non-zero exit code 143. 

